ID,treatment,microbiome,1-Methylhistidine,3-Methylhistidine,Acetylcarnitine,Alanine,alpha-Aminoadipic acid,Alpha-Aminobutyric acid,Arachidonic acid,Arginine,Asparagine,Aspartic Acid,Asymmetric dimethylarginine,Betaine,Butyrylcarnitine,Carnitine,Carnosine,Ceramide(d18:1/16:0),Choline,Citrulline,Cysteine,Cystine,Decanoylcarnitine,Diacylglyceride(16:0_18:2),Diacylglyceride(16:1_18:2),Diacylglyceride(18:1_18:1),Diacylglyceride(18:1_18:2),Diacylglyceride(18:2_18:2),Diacylglyceride(18:2_18:3),Diacylglyceride(18:2_20:4),Docosahexaenoic acid,Eicosadienoic acid,Eicosapentaenoic acid,Eicosatrienoic acid,Eicosenoic acid,Glutamic Acid,Glutamine,Glycine,Hexadecanoylcarnitine,Hexanoylcarnitine (Fumarylcarnitine),Hexose,Histamine,Histidine,Homoarginine,Hypoxanthine,Indoxyl sulfate,Isoleucine,Kynurenine,L-Anserine,Lactic acid,Leucine,Lysine,Lysophosphatidylcholine a C16:0,Lysophosphatidylcholine a C16:1,Lysophosphatidylcholine a C18:0,Lysophosphatidylcholine a C18:1,Lysophosphatidylcholine a C18:2,Lysophosphatidylcholine a C20:4,Lysophosphatidylcholine a C24:0,Malonylcarnitine (Hydroxybutyrylcarnitine),Methionine,Methionine-Sulfoxide,Octadecadienoate,Octadecadienylcarnitine,Octadecanoylcarnitine,Octadecenoylcarnitine,Ornithine,Phenylalanine,Phosphatidylcholine aa C30:0,Phosphatidylcholine aa C32:0,Phosphatidylcholine aa C32:1,Phosphatidylcholine aa C34:1,Phosphatidylcholine aa C34:2,Phosphatidylcholine aa C34:3,Phosphatidylcholine aa C34:4,Phosphatidylcholine aa C36:1,Phosphatidylcholine aa C36:2,Phosphatidylcholine aa C36:4,Phosphatidylcholine aa C38:4,Phosphatidylcholine aa C38:6,Phosphatidylcholine aa C40:6,Proline,Proline betaine,Propionylcarnitine,Putrescine,Sarcosine,Serine,Serotonin,Spermidine,Sphingomyelin C16:0,Sphingomyelin C18:0,Sphingomyelin C18:1,Sphingomyelin C24:1,Succinic acid,Taurine,Tauro-muricholic acids,Taurocholic acid,Tetradecanoylcarnitine,Threonine,trans-4-Hydroxyproline,Trigonelline,Trimethylamine N-oxide,Tryptophan,Tyrosine,Valerylcarnitine,Valine,Xanthine
exGF14,AngII,COL,0.492914,0.41077,4.970512,4.211703,0.593158,1.622009,3.147921,5.159194,1.107228,0.298171,0.093995,4.417382,0.375554,1.329089,0.277955,0.046855,17.796637,1.698135,0.12343,0.311121,0.221469,0.002709,0.000873,0.005326,0.004474,0.005158,0.000441,8.30E-05,5.778939,0.041006,0.38783,0.030771,0.073272,1.070007,5.192103,0.500726,0.137786,0.216389,4.623012,0.011162,1.546907,0.218116,0.483528,5.532407,2.048386,0.179885,0.537985,519.092905,3.937248,3.669725,6.339341,0.185017,2.716761,1.471134,3.561748,0.802632,0.007343,0.199745,1.900342,1.168505,1.698683,0.049171,0.068098,0.118486,0.852187,1.850181,0.011772,0.155353,0.054509,1.99734,4.213581,0.170811,0.004336,0.38355,2.873035,1.395877,0.880253,1.132291,0.399004,1.397454,0.254095,0.564911,0.247262,0.0105815,2.580595,2.520622,0.519341,0.426728,0.035311,0.013972,0.289983,49.690878,6.223188,0.22575475,0.173032,0.056792,3.524244,1.727552,0.186628,0.548983,1.626905,1.320479,0.118759,4.598942,0.657878
sexGF1,Sham,COL,0.347435,0.284099,4.51266,2.668665,0.376013,1.225077,3.322926,2.6313,0.72695,0.186899,0.067198,2.374903,0.385562,1.150517,0.309069,0.042028,12.895566,0.884687,0.107044,0.131418,0.324923,0.005884,0.001918,0.008248,0.009635,0.010174,0.000934,8.30E-05,8.135791,0.083162,0.719955,0.057585,0.142304,0.663869,4.728655,0.450435,0.145394,0.239849,5.025752,0.025764,1.371125,0.134615,0.163463,4.883412,1.175151,0.065654,0.592851,411.9856,2.385564,2.320522,5.909929,0.210527,2.058033,1.325185,3.581375,0.789758,0.010208,0.27668,1.072966,0.667965,2.894921,0.059339,0.050686,0.13641,0.587425,1.157357,0.013741,0.128877,0.064303,1.937411,4.396169,0.249493,0.00639,0.290339,2.544375,1.49302,0.743192,1.21704,0.323709,0.70285,0.085023,0.92517,0.180466,0.0105815,1.584206,3.733555,0.460815,0.295308,0.025758,0.011195,0.215918,61.1904,6.215426,0.22575475,0.172275,0.059757,1.95467,1.253586,0.108882,0.385932,1.202196,0.973854,0.111096,2.431024,0.398496
sexGF2,Sham,COL,0.290542,0.261989,4.197555,2.79353,0.370146,1.3603,3.460461,2.977601,0.881297,0.159245,0.073568,2.371061,0.320932,0.908797,0.2292,0.033699,10.721132,0.896144,0.08956,0.149319,0.207223,0.006976,0.002339,0.008255,0.011136,0.012214,0.001175,8.30E-05,7.543186,0.072414,0.602111,0.057218,0.134459,0.622998,4.853542,0.491326,0.131616,0.131696,4.55639,0.012235,1.268608,0.065501,0.893939,6.272143,1.616191,0.082221,0.471761,398.212361,3.236539,2.453063,4.912704,0.141912,1.839751,1.017299,3.187233,0.700233,0.010155,0.166626,1.147989,0.622788,2.209178,0.073018,0.049228,0.127997,0.558359,1.330867,0.013408,0.118721,0.047337,1.541714,4.062147,0.199748,0.007002,0.237872,2.507574,1.400505,0.712623,1.054413,0.290971,0.746962,0.073242,0.519507,0.16369,0.0105815,1.873299,3.923405,0.545888,0.321031,0.025566,0.010591,0.23618,45.091918,6.107034,0.22575475,0.249666,0.055871,2.380842,1.360825,0.071648,0.360359,1.41983,1.281265,0.113114,2.957858,0.801304
sexGF3,Sham,COL,0.245541,0.243909,4.307602,2.086008,0.355162,1.269727,3.402344,2.733845,0.570315,0.182158,0.057506,1.913553,0.323059,1.006801,0.230123,0.033366,12.032634,0.744854,0.095611,0.111818,0.197672,0.003824,0.00144,0.004694,0.005341,0.005872,0.000517,8.30E-05,6.919841,0.075782,0.557835,0.052787,0.123772,0.530964,4.324098,0.376352,0.154722,0.20807,4.986889,0.020667,1.188691,0.07644,0.604216,9.415976,1.146565,0.086663,0.406835,411.572998,2.2475,1.837783,5.706519,0.183216,2.050908,1.235383,3.479888,0.887313,0.011849,0.233031,0.837695,0.445336,2.366624,0.052943,0.041162,0.142147,0.371632,1.097011,0.013819,0.13556,0.062779,1.770329,4.189726,0.230257,0.007265,0.266321,2.465129,1.60589,0.850238,1.271195,0.337289,0.608324,0.071574,0.654164,0.127972,0.0105815,1.2945,4.784805,0.385123,0.348762,0.028689,0.012435,0.247443,55.992151,5.90906,0.22575475,0.383287,0.059773,1.592526,1.156371,0.070006,0.368547,1.188241,0.925104,0.086732,2.208757,0.705797
sexGF4,Sham,COL,0.331761,0.280318,3.580543,2.822893,0.386045,1.473077,3.138156,2.857452,0.72228,0.168361,0.072089,2.17717,0.237735,1.043562,0.280586,0.035433,11.268935,0.972949,0.096466,0.235651,0.310149,0.00364,0.001386,0.004959,0.005046,0.005496,0.000676,8.30E-05,6.458192,0.065109,0.527158,0.03245,0.090542,0.52685,5.574561,0.46181,0.158219,0.218393,4.651906,0.015184,1.351116,0.187813,0.399516,7.042125,1.100423,0.072431,0.521627,433.2144,2.196075,2.245101,5.059046,0.183686,1.671599,1.266242,3.260189,0.795645,0.009279,0.178172,1.038646,0.541667,2.415156,0.049984,0.052284,0.138524,0.603588,1.190011,0.012221,0.128005,0.06844,1.916145,4.171419,0.237193,0.006812,0.28234,2.305043,1.44741,0.748872,1.129223,0.294667,0.743485,0.057269,0.433395,0.167663,0.0105815,1.560235,3.232845,0.459449,0.307568,0.027054,0.011204,0.240568,40.5568,5.626233,0.22575475,0.728196,0.067533,1.794685,1.212692,0.064019,0.265485,1.211636,0.87441,0.101649,2.263168,0.483737
sexGF5,Sham,COL,0.353448,0.319732,3.640567,2.937555,0.407031,1.504563,3.595048,2.086604,0.688971,0.214128,0.070841,2.771,0.306998,0.96768,0.28445,0.030172,11.200192,0.862839,0.09272,0.173509,0.277846,0.004485,0.001446,0.005893,0.007289,0.007426,0.000619,8.30E-05,6.744219,0.057484,0.520565,0.039879,0.092233,0.683107,5.369321,0.45646,0.127642,0.185568,4.972676,0.022843,1.377338,0.056341,0.263718,1.339421,1.123949,0.097722,0.600115,375.58104,2.230273,2.069282,5.048932,0.183251,1.66351,1.12057,3.072835,0.816588,0.008436,0.226604,1.120968,0.714983,2.044136,0.055206,0.052514,0.121149,0.741988,1.118635,0.012494,0.140682,0.063611,1.596252,4.014004,0.228136,0.007368,0.220497,2.108237,1.471128,0.746178,1.182439,0.282652,0.743505,0.07293,0.572285,0.140781,0.0105815,1.58387,4.610257,0.459457,0.290763,0.02495,0.011017,0.220602,48.61315,5.999534,0.22575475,0.481262,0.056402,1.809877,1.14471,0.09002,0.350759,1.223038,0.798863,0.091195,2.31741,0.411805
sGF1,Sham,GF,0.256844,0.301841,4.698025,2.626569,0.413652,1.550914,4.922159,3.56344,0.906912,0.748773,0.096847,2.064422,0.153561,0.902514,0.327418,0.025373,31.030918,0.927939,0.084351,0.065851,0.23478,0.002618,0.000719,0.002351,0.003954,0.006211,0.00011025,0.000531,13.353804,0.061511,0.665754,0.034125,0.09026,1.841703,2.965573,0.599656,0.219712,0.150143,1.569666,0.015657,1.083018,0.006866,2.468116,0.33485525,1.647607,0.081066,0.663365,610.306914,3.646951,2.857572,6.202467,0.123606,3.186931,0.882587,2.561705,0.524137,0.010018,0.225529,0.922943,0.312469,2.35467,0.095169,0.067122,0.176966,0.681868,1.387018,0.011134,0.130076,0.019192,0.650104,3.016385,0.097496,0.003589,0.169995,2.135058,0.876687,0.613987,1.052815,0.29757,0.734347,0.063693,0.350856,0.174827,0.054283,2.407894,3.743531,1.056109,0.393034,0.03039,0.012254,0.250572,48.48398,6.223887,4.367337,1.052781,0.077047,2.441593,1.162285,0.036057,0.006936,1.591672,1.018931,0.096864,3.366749,1.935231
GF07,AngII,GF,0.384879,0.503117,4.128235,3.136689,0.521944,1.210534,3.901005,4.119427,0.628115,0.305007,0.086719,2.533539,0.327174,1.178405,0.349936,0.058971,18.23587,1.687385,0.103986,0.128824,0.259821,0.002815,0.001309,0.009131,0.006525,0.00598,0.00011025,0.000505,6.561872,0.108953,0.584687,0.036145,0.111326,0.938992,2.789244,0.480328,0.176901,0.297313,1.692611,0.0167,0.976025,0.006866,2.141981,0.33485525,1.426847,0.092853,0.744748,611.256944,2.454914,2.66368,6.421001,0.220997,3.315489,1.670134,3.904225,0.860639,0.016774,0.156448,1.198612,0.825768,2.355319,0.100443,0.079752,0.196422,0.55896,0.948497,0.021016,0.236711,0.081057,2.450864,5.579138,0.262536,0.008395,0.53478,4.267538,1.886909,1.294414,1.551079,0.540813,0.643084,0.280287,0.30213,0.135651,0.080549,2.073153,2.669926,0.835358,0.58778,0.042181,0.017528,0.292313,44.954861,5.93032,2.54091,1.117074,0.084238,2.62078,1.429243,0.172129,0.006936,1.872361,1.103707,0.122991,2.93843,1.718263
GF16,AngII,GF,0.402301,0.30183,5.910965,6.2949,0.28264,1.029866,0.842115,3.62888,2.13188,0.268051,0.060669,7.850365,0.680854,1.669826,0.248214,0.049079,12.208705,1.202061,0.050674,0.041466,0.164687,0.00434,0.001221,0.004404,0.004698,0.007143,0.00011025,0.000364,1.646621,0.02197,0.200639,0.035839,0.101314,1.161334,7.089944,0.73845,0.11321,0.172158,0.348867,0.011245,2.343442,0.006866,1.183457,0.33485525,1.755808,0.118489,0.413765,410.560117,3.719588,3.114039,3.124131,0.101729,1.131342,0.459087,1.957714,0.154717,0.006563,0.185561,1.552519,1.204161,1.276842,0.042787,0.051073,0.075467,1.113148,2.573093,0.014472,0.126413,0.056146,0.938627,3.488324,0.140077,0.003711,0.186365,2.32504,0.711303,0.269124,0.325846,0.103008,1.356383,0.141119,1.276841,0.162718,0.080667,5.184874,3.089602,0.196834,0.394464,0.025162,0.008318,0.141048,47.370968,5.465527,106.522618,74.218239,0.052899,2.960146,0.620932,0.077626,0.006936,2.09378,2.682724,0.403669,4.638544,1.108401
GF21,AngII,GF,0.435058,0.577096,4.107665,4.274879,0.715486,1.418333,4.55575,4.723811,1.005335,0.217996,0.108749,3.299153,0.819023,1.292584,0.297406,0.073056,15.300793,2.356947,0.108678,0.12133,0.20867,0.002231,0.000932,0.005393,0.005278,0.005431,0.00011025,0.000408,9.19498,0.081257,0.765324,0.027887,0.076603,0.780399,4,0.673151,0.174178,0.184927,2.190127,0.014467,1.387101,0.006866,1.116854,0.33485525,1.874896,0.132357,0.688259,574.008518,3.816102,3.850575,5.86272,0.195268,3.476669,1.418187,3.535693,0.953526,0.015134,0.197446,1.94302,0.791311,2.208629,0.077041,0.07834,0.196341,0.919918,1.550397,0.019953,0.202355,0.075159,2.161806,4.888724,0.310638,0.010421,0.570792,4.080412,2.109232,1.739038,1.861822,0.751648,1.16187,0.150908,0.399785,0.187382,0.110671,2.662755,3.659544,0.833023,0.738558,0.054217,0.021622,0.414227,62.931857,5.613124,0.976428,0.399889,0.072397,3.647414,2.467725,0.181375,0.006936,2.614495,1.610698,0.119588,3.632918,1.075326
sGF2,Sham,GF,0.269014,0.343552,5.547866,2.623531,0.464306,1.799685,5.700044,3.946533,0.920239,0.63572,0.107922,2.162786,0.27204,0.866462,0.344902,0.026258,29.067644,1.046689,0.068789,0.064536,0.230893,0.001277,0.000566,0.00134,0.002203,0.00328,0.00011025,0.000397,15.276731,0.082693,0.676599,0.037412,0.106838,1.861026,3.015195,0.635234,0.227335,0.257602,0.975312,0.013648,1.263048,0.006866,2.109146,0.33485525,1.689764,0.092222,0.808224,557.881579,3.652898,2.962363,6.195338,0.138593,3.019705,0.912152,2.719228,0.565383,0.012701,0.310816,0.998301,0.325688,3.330726,0.102452,0.06931,0.195696,0.671935,1.479424,0.012149,0.125718,0.02092,0.740516,3.156755,0.111124,0.004325,0.175126,2.043571,0.917717,0.622878,1.083882,0.308355,0.754648,0.079602,0.456774,0.174788,0.042326,2.573066,3.252946,1.165554,0.351152,0.030885,0.01172,0.23379,57.087171,5.913979,3.306229,0.880409,0.080742,2.675824,1.068248,0.030795,0.006936,1.628138,1.302524,0.134019,3.562244,1.786667
